Symbol,Series,Security Name,Band,Remarks
DCAL,EQ,DISHMAN CARBOGEN AMCIS LIMITED,20,"-"
DCBBANK,EQ,DCB BANK LIMITED,20,"-"
DCM,EQ,DCM  LIMITED,20,"-"
DCMNVL,EQ,DCM NOUVELLE LIMITED,20,"-"
DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED,20,"-"
DCMSRIND,EQ,DCM SHRIRAM INDUSTRIES LIMITED,20,"-"
DCW,EQ,DCW LIMITED,20,"-"
DCXINDIA,EQ,DCX SYSTEMS LIMITED,20,"-"
DDEVPLSTIK,EQ,DDEV PLASTIKS INDUSTRIES LIMITED,20,"-"
DECCANTRAN,SM,DECCAN TRANSCON LEASING LIMITED,20,"-"
DEEM,SM,DEEM ROLL TECH LIMITED,20,"-"
DEEPAKFERT,EQ,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,20,"-"
DEEPINDS,EQ,DEEP INDUSTRIES LIMITED,20,"-"
DELAPLEX,SM,DELAPLEX LIMITED,20,"-"
DELTACORP,EQ,DELTA CORP LIMITED,20,"-"
DEN,EQ,DEN NETWORKS LIMITED,20,"-"
DENORA,EQ,DE NORA INDIA LIMITED,20,"-"
DENTA,EQ,DENTA WATER AND INFRA SOLUTIONS LIMITED,20,"-"
DENTALKART,SM,VASA DENTICITY LIMITED,20,"-"
DEVIT,EQ,DEV INFORMATION TECHNOLOGY LIMITED,20,"-"
DEVYANI,EQ,DEVYANI INTERNATIONAL LIMITED,20,"-"
DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LIMITED,20,"-"
DHANI,EQ,DHANI SERVICES LIMITED,20,"-"
DHANUKA,EQ,DHANUKA AGRITECH LIMITED,20,"-"
DHARIWAL,SM,DHARIWALCORP LIMITED,20,"-"
DHARMAJ,EQ,DHARMAJ CROP GUARD LIMITED,20,"-"
DHUNINV,EQ,DHUNSERI INVESTMENTS LIMITED,20,"-"
DIAMINESQ,EQ,DIAMINES & CHEMICALS LIMITED,20,"-"
DIAMONDYD,EQ,PRATAAP SNACKS LIMITED,20,"-"
DICIND,EQ,DIC INDIA LIMITED,20,"-"
DIGIDRIVE,EQ,DIGIDRIVE DISTRIBUTORS LIMITED,20,"-"
DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,20,"-"
DISHTV,EQ,DISH TV INDIA LIMITED,20,"-"
DIVGIITTS,EQ,DIVGI TORQTRANSFER SYSTEMS LIMITED,20,"-"
DIVOPPBEES,EQ,NIPPON INDIA ETF NIFTY DIVIDEND OPPORTUNITIES 50,20,"-"
DKEGL,SM,D.K. ENTERPRISES GLOBAL LIMITED,20,"-"
DLINKINDIA,EQ,D-LINK (INDIA) LIMITED,20,"-"
DNAMEDIA,EQ,DILIGENT MEDIA CORPORATION LIMITED,20,"-"
DODLA,EQ,DODLA DAIRY LIMITED,20,"-"
DOLATALGO,EQ,DOLAT ALGOTECH LIMITED,20,"-"
DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,20,"-"
DOLLEX,SM,DOLLEX AGROTECH LIMITED,20,"-"
DOMS,EQ,DOMS INDUSTRIES LIMITED,20,"-"
DONEAR,EQ,DONEAR INDUSTRIES LIMITED,20,"-"
DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,20,"-"
DPSCLTD,EQ,DPSC LIMITED,20,"-"
DPWIRES,EQ,D P WIRES LIMITED,20,"-"
DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,20,"-"
DREAMFOLKS,EQ,DREAMFOLKS SERVICES LIMITED,20,"-"
DREDGECORP,EQ,DREDGING CORPORATION OF INDIA LIMITED,20,"-"
DSSL,EQ,DYNACONS SYSTEMS & SOLUTIONS LIMITED,20,"-"
DTIL,EQ,DHUNSERI TEA & INDUSTRIES LIMITED,20,"-"
DTL,SM,DIENSTEN TECH LIMITED,20,"-"
DUCON,EQ,DUCON INFRATECHNOLOGIES LIMITED,20,"-"
DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED,20,"-"
DURLAX,SM,DURLAX TOP SURFACE LIMITED,20,"-"
DVL,EQ,DHUNSERI VENTURES LIMITED,20,"-"
DWARKESH,EQ,DWARIKESH SUGAR INDUSTRIES LIMITED,20,"-"
DYCL,EQ,DYNAMIC CABLES LIMITED,20,"-"
DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES LIMITED,20,"-"
EASEMYTRIP,EQ,EASY TRIP PLANNERS LIMITED,20,"-"
EBANKNIFTY,EQ,EDELWEISS MUTUAL FUND - EDELWEISS NIFTY BANK ETF,20,"-"
EBBETF0425,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2025,20,"-"
EBBETF0430,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2030,20,"-"
EBBETF0431,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2031,20,"-"
EBBETF0433,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF-APRIL 2033,20,"-"
ECAPINSURE,EQ,EDELWEISS MUTUAL FUND - EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF,20,"-"
ECLERX,EQ,ECLERX SERVICES LIMITED,20,"-"
ECOSMOBLTY,EQ,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,20,"-"
EDELWEISS,EQ,EDELWEISS FINANCIAL SERVICES LIMITED,20,"-"
EFACTOR,SM,E FACTOR EXPERIENCES LIMITED,20,"-"
EFORCE,SM,ELECTRO FORCE (INDIA) LIMITED,20,"-"
EGOLD,EQ,EDELWEISS MUTUAL FUND -EDELWEISS GOLD ETF,20,"-"
EIDPARRY,EQ,EID PARRY INDIA LIMITED,20,"-"
EIEL,EQ,ENVIRO INFRA ENGINEERS LIMITED,20,"-"
EIFFL,EQ,EURO INDIA FRESH FOODS LIMITED,20,"-"
EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LIMITED,20,"-"
EIHOTEL,EQ,EIH LIMITED,20,"-"
EIMCOELECO,EQ,EIMCO ELECON (INDIA) LIMITED,20,"-"
EKC,EQ,EVEREST KANTO CYLINDER LIMITED,20,"-"
ELDEHSG,EQ,ELDECO HOUSING AND INDUSTRIES LIMITED,20,"-"
ELECON,EQ,ELECON ENGINEERING COMPANY LIMITED,20,"-"
ELECTCAST,EQ,ELECTROSTEEL CASTINGS LIMITED,20,"-"
ELECTCAST,W1,ELECTROSTEEL CASTINGS LIMITED,20,"-"
ELGIEQUIP,EQ,ELGI EQUIPMENTS LIMITED,20,"-"
ELIN,EQ,ELIN ELECTRONICS LIMITED,20,"-"
EMAIN,SM,EMA PARTNERS INDIA LIMITED,20,"-"
EMAMILTD,EQ,EMAMI LIMITED,20,"-"
EMAMIPAP,EQ,EMAMI PAPER MILLS LIMITED,20,"-"
EMBASSY,RR,EMBASSY OFFICE PARKS REIT,20,"-"
EMBDL,EQ,EQUINOX INDIA DEVELOPMENTS LIMITED,20,"-"
EMIL,EQ,ELECTRONICS MART INDIA LIMITED,20,"-"
EMKAYTOOLS,SM,EMKAY TAPS AND CUTTING TOOLS LIMITED,20,"-"
EMMBI,EQ,EMMBI INDUSTRIES LIMITED,20,"-"
EMSLIMITED,EQ,EMS LIMITED,20,"-"
EMUDHRA,EQ,EMUDHRA LIMITED,20,"-"
EMULTIMQ,EQ,EDELWEISS MF - EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF,20,"-"
ENDURANCE,EQ,ENDURANCE TECHNOLOGIES LIMITED,20,"-"
ENGINERSIN,EQ,ENGINEERS INDIA LIMITED,20,"-"
ENIL,EQ,ENTERTAINMENT NETWORK (INDIA) LIMITED,20,"-"
ENTERO,EQ,ENTERO HEALTHCARE SOLUTIONS LIMITED,20,"-"
ENVIRO,SM,ENVIROTECH SYSTEMS LIMITED,20,"-"
EPIGRAL,EQ,EPIGRAL LIMITED,20,"-"
EPL,EQ,EPL LIMITED,20,"-"
EQUAL50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 EQUAL WEIGHT ETF,20,"-"
EQUITASBNK,EQ,EQUITAS SMALL FINANCE BANK LIMITED,20,"-"
ERIS,EQ,ERIS LIFESCIENCES LIMITED,20,"-"
ESABINDIA,EQ,ESAB INDIA LIMITED,20,"-"
ESAFSFB,EQ,ESAF SMALL FINANCE BANK LIMITED,20,"-"
ESG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,20,"-"
ESILVER,EQ,EDELWEISS MUTUAL FUND - EDELWEISS SILVER ETF,20,"-"
ESSENTIA,EQ,INTEGRA ESSENTIA LIMITED,20,"-"
ESTER,EQ,ESTER INDUSTRIES LIMITED,20,"-"
ETHOSLTD,EQ,ETHOS LIMITED,20,"-"
ETML,SM,EMERALD TYRE MANUFACTURERS LIMITED,20,"-"
EUREKAFORB,EQ,EUREKA FORBES LIMITED,20,"-"
EUROBOND,SM,EURO PANEL PRODUCTS LIMITED,20,"-"
EVEREADY,EQ,EVEREADY INDUSTRIES INDIA LIMITED,20,"-"
EVINDIA,EQ,MIRAE ASSET MF - MIRAE ASSET NIFTY EV AND NEW AGE AUTOMOTIVE ETF,20,"-"
EXCELLENT,SM,EXCELLENT WIRES AND PACKAGING LIMITED,20,"-"
EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED,20,"-"
EXXARO,EQ,EXXARO TILES LIMITED,20,"-"
FACT,EQ,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,20,"-"
FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,20,"-"
FAZE3Q,EQ,FAZE THREE LIMITED,20,"-"
FCL,EQ,FINEOTEX CHEMICAL LIMITED,20,"-"
FCSSOFT,EQ,FCS SOFTWARE SOLUTIONS LIMITED,20,"-"
FDC,EQ,FDC LIMITED,20,"-"
FEDFINA,EQ,FEDBANK FINANCIAL SERVICES LIMITED,20,"-"
FIEMIND,EQ,FIEM INDUSTRIES LIMITED,20,"-"
FILATEX,EQ,FILATEX INDIA LIMITED,20,"-"
FINCABLES,EQ,FINOLEX CABLES LIMITED,20,"-"
FINEORG,EQ,FINE ORGANIC INDUSTRIES LIMITED,20,"-"
FINIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRU NIFTY FIN SER EX-BANK ETF,20,"-"
FINOPB,EQ,FINO PAYMENTS BANK LIMITED,20,"-"
FINPIPE,EQ,FINOLEX INDUSTRIES LIMITED,20,"-"
FIRSTCRY,EQ,BRAINBEES SOLUTIONS LIMITED,20,"-"
FIVESTAR,EQ,FIVE-STAR BUSINESS FINANCE LIMITED,20,"-"
FLUOROCHEM,EQ,GUJARAT FLUOROCHEMICALS LIMITED,20,"-"
FMCGIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY FMCG ETF,20,"-"
FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,20,"-"
FONEBOX,SM,FONEBOX RETAIL LIMITED,20,"-"
FOODSIN,EQ,FOODS & INNS LIMITED,20,"-"
FORCEMOT,EQ,FORCE MOTORS LTD,20,"-"
FORGEAUTO,SM,FORGE AUTO INTERNATIONAL LIMITED,20,"-"
FORTIS,EQ,FORTIS HEALTHCARE LIMITED,20,"-"
FOSECOIND,EQ,FOSECO INDIA LIMITED,20,"-"
FROG,SM,FROG CELLSAT LIMITED,20,"-"
FSL,EQ,FIRSTSOURCE SOLUTIONS LIMITED,20,"-"
FUSION,EQ,FUSION FINANCE LIMITED,20,"-"
GABRIEL,EQ,GABRIEL INDIA LIMITED,20,"-"
GAEL,EQ,GUJARAT AMBUJA EXPORTS LIMITED,20,"-"
GALAPREC,EQ,GALA PRECISION ENGINEERING LIMITED,20,"-"
GALAXYSURF,EQ,GALAXY SURFACTANTS LIMITED,20,"-"
GALLANTT,EQ,GALLANTT ISPAT LIMITED,20,"-"
GANDHAR,EQ,GANDHAR OIL REFINERY (INDIA) LIMITED,20,"-"
GANDHITUBE,EQ,GANDHI SPECIAL TUBES LIMITED,20,"-"
GANECOS,EQ,GANESHA ECOSPHERE LIMITED,20,"-"
GANESHBE,EQ,GANESH BENZOPLAST LIMITED,20,"-"
GANESHHOUC,EQ,GANESH HOUSING CORPORATION LIMITED,20,"-"
GANESHIN,SM,GANESH INFRAWORLD LIMITED,20,"-"
GANGESSECU,EQ,GANGES SECURITIES LIMITED,20,"-"
GARFIBRES,EQ,GARWARE TECHNICAL FIBRES LIMITED,20,"-"
GARUDA,EQ,GARUDA CONSTRUCTION AND ENGINEERING LIMITED,20,"-"
GATEWAY,EQ,GATEWAY DISTRIPARKS LIMITED,20,"-"
GEECEE,EQ,GEECEE VENTURES LIMITED,20,"-"
GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED,20,"-"
GENCON,EQ,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,20,"-"
GENESYS,EQ,GENESYS INTERNATIONAL CORPORATION LIMITED,20,"-"
GENSOL,EQ,GENSOL ENGINEERING LIMITED,20,"-"
GENUSPAPER,EQ,GENUS PAPER & BOARDS LIMITED,20,"-"
GEOJITFSL,EQ,GEOJIT FINANCIAL SERVICES LIMITED,20,"-"
GEPIL,EQ,GE POWER INDIA LIMITED,20,"-"
GESHIP,EQ,THE GREAT EASTERN SHIPPING COMPANY LIMITED,20,"-"
GFLLIMITED,EQ,GFL LIMITED,20,"-"
GHCL,EQ,GHCL LIMITED,20,"-"
GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED,20,"-"
GICHSGFIN,EQ,GIC HOUSING FINANCE LIMITED,20,"-"
GICRE,EQ,GENERAL INSURANCE CORPORATION OF INDIA,20,"-"
GILLETTE,EQ,GILLETTE INDIA LIMITED,20,"-"
GILT5YBEES,EQ,NIPPON INDIA ETF NIFTY 5 YR BENCHMARK GSEC,20,"-"
GINNIFILA,EQ,GINNI FILAMENTS LIMITED,20,"-"
GIPCL,EQ,GUJARAT INDUSTRIES POWER COMPANY LIMITED,20,"-"
GLAND,EQ,GLAND PHARMA LIMITED,20,"-"
GLAXO,EQ,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,20,"-"
GLOBAL,EQ,GLOBAL EDUCATION LIMITED,20,"-"
GLOBALPET,SM,GLOBAL PET INDUSTRIES LIMITED,20,"-"
GLOBUSSPR,EQ,GLOBUS SPIRITS LIMITED,20,"-"
GLOSTERLTD,EQ,GLOSTER LIMITED,20,"-"
GMBREW,EQ,GM BREWERIES LIMITED,20,"-"
GMDCLTD,EQ,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,20,"-"
GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED,20,"-"
GMRP&UI,EQ,GMR POWER AND URBAN INFRA LIMITED,20,"-"
GNA,EQ,GNA AXLES LIMITED,20,"-"
GOACARBON,EQ,GOA CARBON LIMITED,20,"-"
GOCLCORP,EQ,GOCL CORPORATION LIMITED,20,"-"
GOCOLORS,EQ,GO FASHION (INDIA) LIMITED,20,"-"
GODIGIT,EQ,GO DIGIT GENERAL INSURANCE LIMITED,20,"-"
GODREJAGRO,EQ,GODREJ AGROVET LIMITED,20,"-"
GOKEX,EQ,GOKALDAS EXPORTS LIMITED,20,"-"
GOKUL,EQ,GOKUL REFOILS AND SOLVENT LIMITED,20,"-"
GOKULAGRO,EQ,GOKUL AGRO RESOURCES LIMITED,20,"-"
GOLD1,EQ,KOTAK MUTUAL FUND - GOLD EXCHANGE TRADED FUND,20,"-"
GOLDBEES,EQ,NIPPON INDIA ETF GOLD BEES,20,"-"
GOLDCASE,EQ,ZERODHA FUND HOUSE - ZERODHA GOLD ETF,20,"-"
GOLDETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET GOLD ETF,20,"-"
GOLDETFADD,EQ,DSP MUTUAL FUND - DSP GOLD ETF,20,"-"
GOLDIAM,EQ,GOLDIAM INTERNATIONAL LIMITED,20,"-"
GOLDIETF,EQ,ICICI PRUDENTIAL GOLD ETF,20,"-"
GOLDSHARE,EQ,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,20,"-"
GOLDSTAR,SM,GOLDSTAR POWER LIMITED,20,"-"
GOLDTECH,EQ,AION-TECH SOLUTIONS LIMITED,20,"-"
GOODLUCK,EQ,GOODLUCK INDIA LIMITED,20,"-"
GOYALALUM,EQ,GOYAL ALUMINIUMS LIMITED,20,"-"
GOYALSALT,SM,GOYAL SALT LIMITED,20,"-"
GPIL,EQ,GODAWARI POWER AND ISPAT LIMITED,20,"-"
GPPL,EQ,GUJARAT PIPAVAV PORT LIMITED,20,"-"
GPTHEALTH,EQ,GPT HEALTHCARE LIMITED,20,"-"
GPTINFRA,EQ,GPT INFRAPROJECTS LIMITED,20,"-"
GRAPHITE,EQ,GRAPHITE INDIA LIMITED,20,"-"
GRAVITA,EQ,GRAVITA INDIA LIMITED,20,"-"
GREAVESCOT,EQ,GREAVES COTTON LIMITED,20,"-"
GREENCHEF,SM,GREENCHEF APPLIANCES LIMITED,20,"-"
GREENLAM,EQ,GREENLAM INDUSTRIES LIMITED,20,"-"
GREENPANEL,EQ,GREENPANEL INDUSTRIES LIMITED,20,"-"
GREENPLY,EQ,GREENPLY INDUSTRIES LIMITED,20,"-"
GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,20,"-"
GRINDWELL,EQ,GRINDWELL NORTON LIMITED,20,"-"
GRINFRA,EQ,G R INFRAPROJECTS LIMITED,20,"-"
GRMOVER,EQ,GRM OVERSEAS LIMITED,20,"-"
GROWWDEFNC,EQ,GROWW MUTUAL FUND - GROWW NIFTY INDIA DEFENCE ETF,20,"-"
GROWWEV,EQ,GROWW MUTUAL FUND - GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,20,"-"
GROWWGOLD,EQ,GROWW MUTUAL FUND - GROWW GOLD ETF,20,"-"
GROWWLIQID,EQ,GROWW MUTUAL FUND - GROWW NIFTY 1D RATE LIQUID ETF,20,"-"
GROWWRAIL,EQ,GROWW MUTUAL FUND - GROWW NIFTY INDIA RAILWAYS PSU ETF,20,"-"
GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,20,"-"
GRWRHITECH,EQ,GARWARE HI-TECH FILMS LIMITED,20,"-"
GSEC10ABSL,EQ,ADITYABIRLASUNLIFEMF - ADITYA BIRLA SUN LIFE CRISIL 10 YEAR GILT ETF,20,"-"
GSEC10IETF,EQ,ICICI PRU MUTUAL FUND-ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF,20,"-"
GSEC10YEAR,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 8-13 YR G-SEC ETF,20,"-"
GSEC5IETF,EQ,ICICI PRUDENTIAL NIFTY 5 YR BENCHMARK G-SEC ETF,20,"-"
GSFC,EQ,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,20,"-"
GSLSU,EQ,GLOBAL SURFACES LIMITED,20,"-"
GSPL,EQ,GUJARAT STATE PETRONET LIMITED,20,"-"
GSS,EQ,GSS INFOTECH LIMITED,20,"-"
GTL,EQ,GTL LIMITED,20,"-"
GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,20,"-"
GTPL,EQ,GTPL HATHWAY LIMITED,20,"-"
GUFICBIO,EQ,GUFIC BIOSCIENCES LIMITED,20,"-"
GUJALKALI,EQ,GUJARAT ALKALIES AND CHEMICALS LIMITED,20,"-"
GUJTHEM,EQ,GUJARAT THEMIS BIOSYN LIMITED,20,"-"
GULFOILLUB,EQ,GULF OIL LUBRICANTS INDIA LIMITED,20,"-"
GULFPETRO,EQ,GP PETROLEUMS LIMITED,20,"-"
GULPOLY,EQ,GULSHAN POLYOLS LIMITED,20,"-"
HAPPSTMNDS,EQ,HAPPIEST MINDS TECHNOLOGIES LIMITED,20,"-"
HARIOMPIPE,EQ,HARIOM PIPE INDUSTRIES LIMITED,20,"-"
HARRMALAYA,EQ,HARRISONS  MALAYALAM LIMITED,20,"-"
HARSHA,EQ,HARSHA ENGINEERS INTERNATIONAL LIMITED,20,"-"
HATHWAY,EQ,HATHWAY CABLE & DATACOM LIMITED,20,"-"
HATSUN,EQ,HATSUN AGRO PRODUCT LIMITED,20,"-"
HBLENGINE,EQ,HBL ENGINEERING LIMITED,20,"-"
HCC,EQ,HINDUSTAN CONSTRUCTION COMPANY LIMITED,20,"-"
HCG,EQ,HEALTHCARE GLOBAL ENTERPRISES LIMITED,20,"-"
HDFCBSE500,EQ,HDFC MUTUAL FUND - HDFC S&P BSE 500 ETF,20,"-"
HDFCGOLD,EQ,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND,20,"-"
HDFCGROWTH,EQ,HDFC MUTUAL FUND - HDFC NIFTY GROWTH SECTORS 15 ETF,20,"-"
HDFCLIQUID,EQ,HDFC MUTUAL FUND - HDFC NIFTY 1D RATE LIQUID ETF,20,"-"
HDFCLOWVOL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 LOW VOLATILITY 30 ETF,20,"-"
HDFCMID150,EQ,HDFC MUTUAL FUND - HDFC NIFTY MIDCAP 150 ETF,20,"-"
HDFCMOMENT,EQ,HDFC MUTUAL FUND - HDFC NIFTY200 MOMENTUM 30 ETF,20,"-"
HDFCNEXT50,EQ,HDFC MUTUAL FUND - HDFC NIFTY NEXT 50 ETF,20,"-"
HDFCNIF100,EQ,HDFC MUTUAL FUND - HDFC NIFTY 100 ETF,20,"-"
HDFCNIFBAN,EQ,HDFC NIFTY BANK ETF,20,"-"
HDFCNIFIT,EQ,HDFC MUTUAL FUND - HDFC NIFTY IT ETF,20,"-"
HDFCNIFTY,EQ,HDFC NIFTY 50 ETF,20,"-"
HDFCPSUBK,EQ,HDFC MUTUAL FUND -HDFC NIFTY PSU BANK ETF,20,"-"
HDFCPVTBAN,EQ,HDFC MUTUAL FUND - HDFC NIFTY PRIVATE BANK ETF,20,"-"
HDFCQUAL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 QUALITY 30 ETF,20,"-"
HDFCSENSEX,EQ,HDFC S&P BSE SENSEX ETF,20,"-"
HDFCSILVER,EQ,HDFC MUTUAL FUND - HDFC SILVER ETF,20,"-"
HDFCSML250,EQ,HDFC MUTUAL FUND - HDFC NIFTY SMALLCAP 250 ETF,20,"-"
HDFCVALUE,EQ,HDFC MUTUAL FUND - HDFC NIFTY50 VALUE 20 ETF,20,"-"
HEADSUP,EQ,HEADS UP VENTURES LIMITED,20,"-"
HEALTHADD,EQ,DSP MUTUAL FUND - DSP NIFTY HEALTHCARE ETF,20,"-"
HEALTHIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY HEALTHCARE ETF,20,"-"
HEALTHY,EQ,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,20,"-"
HEG,EQ,HEG LIMITED,20,"-"
HEIDELBERG,EQ,HEIDELBERGCEMENT INDIA LIMITED,20,"-"
HEMIPROP,EQ,HEMISPHERE PROPERTIES INDIA LIMITED,20,"-"
HERANBA,EQ,HERANBA INDUSTRIES LIMITED,20,"-"
HERITGFOOD,EQ,HERITAGE FOODS LIMITED,20,"-"
HESTERBIO,EQ,HESTER BIOSCIENCES LIMITED,20,"-"
HEUBACHIND,EQ,HEUBACH COLORANTS INDIA LIMITED,20,"-"
HEXT,EQ,HEXAWARE TECHNOLOGIES LIMITED,20,"-"
HGINFRA,EQ,H.G. INFRA ENGINEERING LIMITED,20,"-"
HGS,EQ,HINDUJA GLOBAL SOLUTIONS LIMITED,20,"-"
HIGHWAYS,IV,HIGHWAYS INFRASTRUCTURE TRUST,20,"-"
HIKAL,EQ,HIKAL LIMITED,20,"-"
HIL,EQ,HIL LIMITED,20,"-"
HILTON,EQ,HILTON METAL FORGING LIMITED,20,"-"
HIMATSEIDE,EQ,HIMATSINGKA SEIDE LIMITED,20,"-"
HINDCOMPOS,EQ,HINDUSTAN COMPOSITES LIMITED,20,"-"
HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,20,"-"
HINDOILEXP,EQ,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,20,"-"
HINDWAREAP,EQ,HINDWARE HOME INNOVATION LIMITED,20,"-"
HINDZINC,EQ,HINDUSTAN ZINC LIMITED,20,"-"
HISARMETAL,EQ,HISAR METAL INDUSTRIES LIMITED,20,"-"
HITECH,EQ,HI-TECH PIPES LIMITED,20,"-"
HITECHCORP,EQ,HITECH CORPORATION LIMITED,20,"-"
HLEGLAS,EQ,HLE GLASCOAT LIMITED,20,"-"
HLVLTD,EQ,HLV LIMITED,20,"-"
HMVL,EQ,HINDUSTAN MEDIA VENTURES LIMITED,20,"-"
HNDFDS,EQ,HINDUSTAN FOODS LIMITED,20,"-"
HNGSNGBEES,EQ,NIPPON INDIA ETF HANG SENG BEES,20,"-"
HOMEFIRST,EQ,HOME FIRST FINANCE COMPANY INDIA LIMITED,20,"-"
HONASA,EQ,HONASA CONSUMER LIMITED,20,"-"
HONAUT,EQ,HONEYWELL AUTOMATION INDIA LIMITED,20,"-"
HONDAPOWER,EQ,HONDA INDIA POWER PRODUCTS LIMITED,20,"-"
HPAL,EQ,HP ADHESIVES LIMITED,20,"-"
HPIL,EQ,HINDPRAKASH INDUSTRIES LIMITED,20,"-"
HPL,EQ,HPL ELECTRIC & POWER LIMITED,20,"-"
HSCL,EQ,HIMADRI SPECIALITY CHEMICAL LIMITED,20,"-"
HTMEDIA,EQ,HT MEDIA LIMITED,20,"-"
HUHTAMAKI,EQ,HUHTAMAKI INDIA LIMITED,20,"-"
ICEMAKE,EQ,ICE MAKE REFRIGERATION LIMITED,20,"-"
ICICIB22,EQ,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,20,"-"
ICIL,EQ,INDO COUNT INDUSTRIES LIMITED,20,"-"
ICRA,EQ,ICRA LIMITED,20,"-"
IDBI,EQ,IDBI BANK LIMITED,20,"-"
IDEAFORGE,EQ,IDEAFORGE TECHNOLOGY LIMITED,20,"-"
IDFNIFTYET,EQ,BANDHAN NIFTY 50 ETF,20,"-"
IFBAGRO,EQ,IFB AGRO INDUSTRIES LIMITED,20,"-"
IFBIND,EQ,IFB INDUSTRIES LIMITED,20,"-"
IFCI,EQ,IFCI LIMITED,20,"-"
IFGLEXPOR,EQ,IFGL REFRACTORIES LIMITED,20,"-"
IGARASHI,EQ,IGARASHI MOTORS INDIA LIMITED,20,"-"
IGPL,EQ,IG PETROCHEMICALS LIMITED,20,"-"
IIFL,EQ,IIFL FINANCE LIMITED,20,"-"
IIFLCAPS,EQ,IIFL CAPITAL SERVICES LIMITED,20,"-"
IKIO,EQ,IKIO LIGHTING LIMITED,20,"-"
IKS,EQ,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED,20,"-"
IMAGICAA,EQ,IMAGICAAWORLD ENTERTAINMENT LIMITED,20,"-"
IMFA,EQ,INDIAN METALS & FERRO ALLOYS LIMITED,20,"-"
IMPAL,EQ,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,20,"-"
INCREDIBLE,EQ,INCREDIBLE INDUSTRIES LIMITED,20,"-"
INDBANK,EQ,INDBANK MERCHANT BANKING SERVICES LIMITED,20,"-"
INDGN,EQ,INDEGENE LIMITED,20,"-"
INDIACEM,EQ,THE INDIA CEMENTS LIMITED,20,"-"
INDIAGLYCO,EQ,INDIA GLYCOLS LIMITED,20,"-"
INDIANHUME,EQ,INDIAN HUME PIPE COMPANY LIMITED,20,"-"
INDIASHLTR,EQ,INDIA SHELTER FINANCE CORPORATION LIMITED,20,"-"
INDIGOPNTS,EQ,INDIGO PAINTS LIMITED,20,"-"
